trial,pathway,n_nodes,n_hidden_init,strategy,step,delta_uk,uk_current,oracle_top1
13,Purine Metabolism,4,2,variance,1,-0.3592549400109908,2.508773295671645,1
13,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
13,Purine Metabolism,4,2,random,1,-0.6957317078309244,2.8452500634915787,0
13,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
13,Pyrimidine Metabolism,6,2,commutator,1,-0.35288980286303584,4.007057053530711,1
13,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
13,Pyrimidine Metabolism,6,2,variance,1,-0.35288980286303584,4.007057053530711,1
13,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
13,Pyrimidine Metabolism,6,2,random,1,-0.35288980286303584,4.007057053530711,1
13,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
13,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
13,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
13,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
13,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
13,Tryptophan Metabolism,5,2,random,1,-0.5549019994178184,2.762688873635008,0
13,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
14,Arginine and Proline Metabolism,6,2,commutator,1,-0.04812060569097598,3.145473490933183,0
14,Arginine and Proline Metabolism,6,2,commutator,2,-0.018138992107628482,3.1636124830408114,0
14,Arginine and Proline Metabolism,6,2,variance,1,-0.04812060569097598,3.145473490933183,0
14,Arginine and Proline Metabolism,6,2,variance,2,-0.018138992107628482,3.1636124830408114,0
14,Arginine and Proline Metabolism,6,2,random,1,0.006066531226836869,3.09128635401537,1
14,Arginine and Proline Metabolism,6,2,random,2,-0.07232612902544133,3.1636124830408114,0
14,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
14,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
14,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
14,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
14,Purine Metabolism,4,2,random,1,-0.8156261150597279,2.508773295671645,0
14,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
14,Pyrimidine Metabolism,6,2,commutator,1,-0.2939060735542758,3.982727951491012,1
14,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
14,Pyrimidine Metabolism,6,2,variance,1,-0.2939060735542758,3.982727951491012,1
14,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
14,Pyrimidine Metabolism,6,2,random,1,-0.2939060735542758,3.982727951491012,1
14,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
14,Tryptophan Metabolism,5,2,commutator,1,0.012446075836779258,2.783788426249675,0
14,Tryptophan Metabolism,5,2,commutator,2,0.0009766452169479578,2.782811781032727,0
14,Tryptophan Metabolism,5,2,variance,1,0.012446075836779258,2.783788426249675,0
14,Tryptophan Metabolism,5,2,variance,2,0.0009766452169479578,2.782811781032727,0
14,Tryptophan Metabolism,5,2,random,1,0.03354562845144615,2.762688873635008,1
14,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
15,Arginine and Proline Metabolism,6,2,commutator,1,-0.17147811424524217,2.670595356926951,1
15,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
15,Arginine and Proline Metabolism,6,2,variance,1,-0.17147811424524217,2.670595356926951,1
15,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
15,Arginine and Proline Metabolism,6,2,random,1,-0.17147811424524217,2.670595356926951,1
15,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
15,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
15,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
15,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
15,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
15,Purine Metabolism,4,2,random,1,-0.33570429592603324,2.4169516289868036,1
15,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
15,Pyrimidine Metabolism,6,2,commutator,1,-0.5077764787436632,4.008979501969556,0
15,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
15,Pyrimidine Metabolism,6,2,variance,1,-0.5077764787436632,4.008979501969556,0
15,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
15,Pyrimidine Metabolism,6,2,random,1,-0.4341495734849601,3.9353525967108527,1
15,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
15,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
15,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
15,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
15,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
15,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
15,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
16,Arginine and Proline Metabolism,6,2,commutator,1,-0.5016859504173223,2.831056467299049,0
16,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
16,Arginine and Proline Metabolism,6,2,variance,1,-0.5016859504173223,2.831056467299049,0
16,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
16,Arginine and Proline Metabolism,6,2,random,1,-0.5016859504173223,2.831056467299049,0
16,Arginine and Proline Metabolism,6,2,random,2,-0.3325560157417624,3.1636124830408114,0
16,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
16,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
16,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
16,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
16,Purine Metabolism,4,2,random,1,-0.8156261150597279,2.508773295671645,0
16,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
16,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
16,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
16,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
16,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
16,Pyrimidine Metabolism,6,2,random,1,-0.5204072075212163,3.982727951491012,0
16,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
16,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
16,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
16,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
16,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
16,Tryptophan Metabolism,5,2,random,1,-0.7944412234424494,2.783788426249675,0
16,Tryptophan Metabolism,5,2,random,2,0.0009766452169479578,2.782811781032727,0
17,Arginine and Proline Metabolism,6,2,commutator,1,-0.08490507084953824,2.670595356926951,1
17,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
17,Arginine and Proline Metabolism,6,2,variance,1,-0.08490507084953824,2.670595356926951,1
17,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
17,Arginine and Proline Metabolism,6,2,random,1,-0.08490507084953824,2.670595356926951,1
17,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
17,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
17,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
17,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
17,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
17,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
17,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
17,Pyrimidine Metabolism,6,2,commutator,1,-0.4182529209082917,3.982727951491012,1
17,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
17,Pyrimidine Metabolism,6,2,variance,1,-0.4445044713868356,4.008979501969556,0
17,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
17,Pyrimidine Metabolism,6,2,random,1,-0.4182529209082917,3.982727951491012,1
17,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
17,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
17,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
17,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
17,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
17,Tryptophan Metabolism,5,2,random,1,-0.5549019994178184,2.762688873635008,0
17,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
18,Arginine and Proline Metabolism,6,2,commutator,1,-0.5095995603885117,2.670595356926951,1
18,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
18,Arginine and Proline Metabolism,6,2,variance,1,-0.5095995603885117,2.670595356926951,1
18,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
18,Arginine and Proline Metabolism,6,2,random,1,-0.5361557071020266,2.697151503640466,0
18,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
18,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
18,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
18,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
18,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
18,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,1
18,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
18,Pyrimidine Metabolism,6,2,commutator,1,-0.5077764787436632,4.008979501969556,0
18,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
18,Pyrimidine Metabolism,6,2,variance,1,-0.5077764787436632,4.008979501969556,0
18,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
18,Pyrimidine Metabolism,6,2,random,1,-0.4341495734849601,3.9353525967108527,1
18,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
18,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
18,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
18,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
18,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
18,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
18,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
19,Arginine and Proline Metabolism,6,2,commutator,1,-0.3626259501068474,2.670595356926951,1
19,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
19,Arginine and Proline Metabolism,6,2,variance,1,-0.3626259501068474,2.670595356926951,1
19,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
19,Arginine and Proline Metabolism,6,2,random,1,-0.3626259501068474,2.670595356926951,1
19,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
19,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
19,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
19,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
19,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
19,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
19,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
19,Pyrimidine Metabolism,6,2,commutator,1,-0.4249090979988721,3.9353525967108527,0
19,Pyrimidine Metabolism,6,2,commutator,2,-0.412760452928556,4.348113049639409,0
19,Pyrimidine Metabolism,6,2,variance,1,-0.4249090979988721,3.9353525967108527,0
19,Pyrimidine Metabolism,6,2,variance,2,-0.412760452928556,4.348113049639409,0
19,Pyrimidine Metabolism,6,2,random,1,-0.395615306063676,3.9060588047756566,1
19,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
19,Tryptophan Metabolism,5,2,commutator,1,0.09195765529578548,2.276004574742529,1
19,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
19,Tryptophan Metabolism,5,2,variance,1,0.09195765529578548,2.276004574742529,1
19,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
19,Tryptophan Metabolism,5,2,random,1,0.09195765529578548,2.276004574742529,1
19,Tryptophan Metabolism,5,2,random,2,-0.506807206290198,2.782811781032727,0
20,Arginine and Proline Metabolism,6,2,commutator,1,-0.3626259501068474,2.670595356926951,1
20,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
20,Arginine and Proline Metabolism,6,2,variance,1,-0.3626259501068474,2.670595356926951,1
20,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
20,Arginine and Proline Metabolism,6,2,random,1,-0.3626259501068474,2.670595356926951,1
20,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
20,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
20,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
20,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
20,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
20,Purine Metabolism,4,2,random,1,-0.8156261150597279,2.508773295671645,0
20,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
20,Pyrimidine Metabolism,6,2,commutator,1,-0.3338421102554019,4.007057053530711,1
20,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
20,Pyrimidine Metabolism,6,2,variance,1,-0.3338421102554019,4.007057053530711,1
20,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
20,Pyrimidine Metabolism,6,2,random,1,-0.3338421102554019,4.007057053530711,1
20,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
20,Tryptophan Metabolism,5,2,commutator,1,-0.4282229494594163,2.2269374491509737,1
20,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
20,Tryptophan Metabolism,5,2,variance,1,-0.4282229494594163,2.2269374491509737,1
20,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
20,Tryptophan Metabolism,5,2,random,1,-0.47729007505097165,2.276004574742529,0
20,Tryptophan Metabolism,5,2,random,2,-0.506807206290198,2.782811781032727,0
21,Arginine and Proline Metabolism,6,2,commutator,1,-0.17605319068781577,2.670595356926951,1
21,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
21,Arginine and Proline Metabolism,6,2,variance,1,-0.17605319068781577,2.670595356926951,1
21,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
21,Arginine and Proline Metabolism,6,2,random,1,-0.17605319068781577,2.670595356926951,1
21,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
21,Purine Metabolism,4,2,commutator,1,-0.6957317078309244,2.8452500634915787,0
21,Purine Metabolism,4,2,commutator,2,-0.0974580617116998,2.9427081252032785,0
21,Purine Metabolism,4,2,variance,1,-0.3592549400109908,2.508773295671645,1
21,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
21,Purine Metabolism,4,2,random,1,-0.6957317078309244,2.8452500634915787,0
21,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
21,Pyrimidine Metabolism,6,2,commutator,1,-0.4249090979988721,3.9353525967108527,0
21,Pyrimidine Metabolism,6,2,commutator,2,-0.412760452928556,4.348113049639409,0
21,Pyrimidine Metabolism,6,2,variance,1,-0.4249090979988721,3.9353525967108527,0
21,Pyrimidine Metabolism,6,2,variance,2,-0.412760452928556,4.348113049639409,0
21,Pyrimidine Metabolism,6,2,random,1,-0.395615306063676,3.9060588047756566,1
21,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
21,Tryptophan Metabolism,5,2,commutator,1,-0.4282229494594163,2.2269374491509737,1
21,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
21,Tryptophan Metabolism,5,2,variance,1,-0.4282229494594163,2.2269374491509737,1
21,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
21,Tryptophan Metabolism,5,2,random,1,-0.47729007505097165,2.276004574742529,0
21,Tryptophan Metabolism,5,2,random,2,-0.506807206290198,2.782811781032727,0
22,Arginine and Proline Metabolism,6,2,commutator,1,-0.049336724487516026,3.0667974057090444,1
22,Arginine and Proline Metabolism,6,2,commutator,2,-0.09681507733176709,3.1636124830408114,0
22,Arginine and Proline Metabolism,6,2,variance,1,-0.049336724487516026,3.0667974057090444,1
22,Arginine and Proline Metabolism,6,2,variance,2,-0.09681507733176709,3.1636124830408114,0
22,Arginine and Proline Metabolism,6,2,random,1,-0.049336724487516026,3.0667974057090444,1
22,Arginine and Proline Metabolism,6,2,random,2,-0.09681507733176709,3.1636124830408114,0
22,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
22,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
22,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
22,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
22,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,1
22,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
22,Pyrimidine Metabolism,6,2,commutator,1,-0.5448967316378113,3.982727951491012,0
22,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
22,Pyrimidine Metabolism,6,2,variance,1,-0.5448967316378113,3.982727951491012,0
22,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
22,Pyrimidine Metabolism,6,2,random,1,-0.468227584922456,3.9060588047756566,1
22,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
22,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
22,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
22,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
22,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
22,Tryptophan Metabolism,5,2,random,1,-0.019150574933783915,2.2269374491509737,1
22,Tryptophan Metabolism,5,2,random,2,-0.5558743318817534,2.782811781032727,0
23,Arginine and Proline Metabolism,6,2,commutator,1,-0.08490507084953824,2.670595356926951,1
23,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
23,Arginine and Proline Metabolism,6,2,variance,1,-0.08490507084953824,2.670595356926951,1
23,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
23,Arginine and Proline Metabolism,6,2,random,1,-0.55978320485577,3.145473490933183,0
23,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
23,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
23,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
23,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
23,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
23,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,0
23,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
23,Pyrimidine Metabolism,6,2,commutator,1,-0.3338421102554019,4.007057053530711,1
23,Pyrimidine Metabolism,6,2,commutator,2,-0.34105599610869763,4.348113049639409,0
23,Pyrimidine Metabolism,6,2,variance,1,-0.3338421102554019,4.007057053530711,1
23,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
23,Pyrimidine Metabolism,6,2,random,1,-0.3357645586942466,4.008979501969556,0
23,Pyrimidine Metabolism,6,2,random,2,-0.33913354766985293,4.348113049639409,0
23,Tryptophan Metabolism,5,2,commutator,1,0.04224493450936384,2.276004574742529,1
23,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
23,Tryptophan Metabolism,5,2,variance,1,0.04224493450936384,2.276004574742529,1
23,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
23,Tryptophan Metabolism,5,2,random,1,0.04224493450936384,2.276004574742529,1
23,Tryptophan Metabolism,5,2,random,2,-0.506807206290198,2.782811781032727,0
24,Arginine and Proline Metabolism,6,2,commutator,1,-0.22304698930072364,2.697151503640466,1
24,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
24,Arginine and Proline Metabolism,6,2,variance,1,-0.22304698930072364,2.697151503640466,1
24,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
24,Arginine and Proline Metabolism,6,2,random,1,-0.6171818396756277,3.09128635401537,0
24,Arginine and Proline Metabolism,6,2,random,2,-0.07232612902544133,3.1636124830408114,0
24,Purine Metabolism,4,2,commutator,1,-0.31053051068902526,2.0102702081160833,1
24,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
24,Purine Metabolism,4,2,variance,1,-0.31053051068902526,2.0102702081160833,1
24,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
24,Purine Metabolism,4,2,random,1,-1.1455103660645207,2.8452500634915787,0
24,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
24,Pyrimidine Metabolism,6,2,commutator,1,-0.490372761063262,4.0859512424579645,0
24,Pyrimidine Metabolism,6,2,commutator,2,-0.2621618071814442,4.348113049639409,0
24,Pyrimidine Metabolism,6,2,variance,1,-0.490372761063262,4.0859512424579645,0
24,Pyrimidine Metabolism,6,2,variance,2,-0.2621618071814442,4.348113049639409,0
24,Pyrimidine Metabolism,6,2,random,1,-0.490372761063262,4.0859512424579645,0
24,Pyrimidine Metabolism,6,2,random,2,-0.2621618071814442,4.348113049639409,0
24,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
24,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
24,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
24,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
24,Tryptophan Metabolism,5,2,random,1,-0.5549019994178184,2.762688873635008,0
24,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
25,Arginine and Proline Metabolism,6,2,commutator,1,-0.1637443737061055,2.831056467299049,1
25,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
25,Arginine and Proline Metabolism,6,2,variance,1,-0.1637443737061055,2.831056467299049,1
25,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
25,Arginine and Proline Metabolism,6,2,random,1,-0.39948531211610083,3.0667974057090444,0
25,Arginine and Proline Metabolism,6,2,random,2,-0.09681507733176709,3.1636124830408114,0
25,Purine Metabolism,4,2,commutator,1,-0.6957317078309244,2.8452500634915787,0
25,Purine Metabolism,4,2,commutator,2,-0.0974580617116998,2.9427081252032785,0
25,Purine Metabolism,4,2,variance,1,-0.3592549400109908,2.508773295671645,1
25,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
25,Purine Metabolism,4,2,random,1,-0.3592549400109908,2.508773295671645,1
25,Purine Metabolism,4,2,random,2,-0.4339348295316334,2.9427081252032785,0
25,Pyrimidine Metabolism,6,2,commutator,1,-0.2939060735542758,3.982727951491012,1
25,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
25,Pyrimidine Metabolism,6,2,variance,1,-0.2939060735542758,3.982727951491012,1
25,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
25,Pyrimidine Metabolism,6,2,random,1,-0.3971293645212284,4.0859512424579645,0
25,Pyrimidine Metabolism,6,2,random,2,-0.2621618071814442,4.348113049639409,0
25,Tryptophan Metabolism,5,2,commutator,1,-0.4282229494594163,2.2269374491509737,1
25,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
25,Tryptophan Metabolism,5,2,variance,1,-0.4282229494594163,2.2269374491509737,1
25,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
25,Tryptophan Metabolism,5,2,random,1,-0.4282229494594163,2.2269374491509737,1
25,Tryptophan Metabolism,5,2,random,2,-0.5558743318817534,2.782811781032727,0
26,Arginine and Proline Metabolism,6,2,commutator,1,-0.21529390215381916,2.697151503640466,1
26,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
26,Arginine and Proline Metabolism,6,2,variance,1,-0.21529390215381916,2.697151503640466,1
26,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
26,Arginine and Proline Metabolism,6,2,random,1,-0.21529390215381916,2.697151503640466,1
26,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
26,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
26,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
26,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
26,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
26,Purine Metabolism,4,2,random,1,-0.33570429592603324,2.4169516289868036,1
26,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
26,Pyrimidine Metabolism,6,2,commutator,1,-0.42711830260607586,3.982727951491012,1
26,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
26,Pyrimidine Metabolism,6,2,variance,1,-0.45144740464577504,4.007057053530711,0
26,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
26,Pyrimidine Metabolism,6,2,random,1,-0.45144740464577504,4.007057053530711,0
26,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
