dataset,pathway,rho,operator_method,predictor_method,n_nodes,n_hidden,delta_star,delta_hat,regret,nregret,top1,top3,rank_tau,m_star,m_hat
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.73777671,-0.73777671,0.0,0.0,1,0.3333,,Glutamine,Glutamine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.75787702,-0.75787702,0.0,0.0,1,0.3333,,Alanine,Alanine
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,surrogate,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,gnc_commutator,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,mb2d_transport,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,random,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,degree,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,variance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Alanine Aspartate Glutamate Metabolism,0.6,none,diffabundance,3,1,-0.67714489,-0.67714489,0.0,0.0,1,0.3333,,Pyroglutamic acid,Pyroglutamic acid
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,-1.0,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,-1.0,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.40957227,-0.40957227,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.40957227,-0.41268406,0.00311179,0.00759766,0,0.6667,-1.0,Creatine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.40957227,-0.41268406,0.00311179,0.00759766,0,0.6667,-1.0,Creatine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.40957227,-0.40957227,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.40957227,-0.41268406,0.00311179,0.00759766,0,0.6667,,Creatine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.40957227,-0.40957227,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.40957227,-0.40957227,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,1.0,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,1.0,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.25788114,-0.57642333,0.31854219,1.23522871,0,0.6667,-1.0,Citrulline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,1.0,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.25788114,-0.25788114,0.0,0.0,1,0.6667,1.0,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.31913961,-0.57732727,0.25818767,0.80901168,0,0.6667,-1.0,Citrulline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.31913961,-0.31913961,0.0,0.0,1,0.6667,1.0,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.31913961,-0.31913961,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.31913961,-0.57732727,0.25818767,0.80901168,0,0.6667,-1.0,Citrulline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.31913961,-0.31913961,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.31913961,-0.57732727,0.25818767,0.80901168,0,0.6667,-1.0,Citrulline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.31913961,-0.57732727,0.25818767,0.80901168,0,0.6667,-1.0,Citrulline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.41950064,-0.4877639,0.06826326,0.16272504,0,0.6667,-1.0,Creatine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.41950064,-0.4877639,0.06826326,0.16272504,0,0.6667,-1.0,Creatine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.41950064,-0.41950064,0.0,0.0,1,0.6667,1.0,Creatine,Creatine
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.49482567,-0.62033166,0.12550599,0.25363679,0,0.6667,-1.0,Arginine,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.49482567,-0.49482567,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,-1.0,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,-1.0,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.58659627,-0.64695079,0.06035452,0.10288937,0,0.6667,,Proline,Creatinine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.58659627,-0.58659627,0.0,0.0,1,0.6667,1.0,Proline,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,variance,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,diffabundance,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,surrogate,5,2,-0.49028705,-0.55543852,0.06515147,0.13288434,0,0.6667,-1.0,Arginine,Proline
ST001865,Arginine and Proline Metabolism,0.4,none,gnc_commutator,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,mb2d_transport,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,random,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,1.0,Arginine,Arginine
ST001865,Arginine and Proline Metabolism,0.4,none,degree,5,2,-0.49028705,-0.49028705,0.0,0.0,1,0.6667,,Arginine,Arginine
